ID,title,role,identification,reviewer,value in Derge colophon,ambiguity,note,sources
D3154,bde ba 'byung ba'i sgrub thabs,translatorPandita,P4004,,paN+Di ta a b+ha yA ka ra,,,
D3154,bde ba 'byung ba'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3155,seng ge sgra'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3155,seng ge sgra'i sgrub thabs,author,P4004,,,,,
D3155,seng ge sgra'i sgrub thabs,translatorPandita,P4004,,,,,
D3156,seng ge sgra'i gzungs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3157,seng ge sgra'i sgrub thabs,translatorPandita,P43,,paN+Di ta rat+na A ka ra,,,
D3157,seng ge sgra'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3157,seng ge sgra'i sgrub thabs,author,P43,,,,,
D3158,snying rje khros pa'i sgrub thabs,translator,P6453,,,,,
D3159,snying rje khros pa'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3160,pad+ma gar gyi dbang phyug gi sgrub thabs,translatorPandita,P43,,paN+Di ta chen po rat+na A ka ra,,,
D3160,pad+ma gar gyi dbang phyug gi sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3161,pad+ma gar gyi dbang phyug gi sgrub thabs,translatorPandita,P43,,mkhas pa rat+na A ka ra,,,
D3161,pad+ma gar gyi dbang phyug gi sgrub thabs,translator,P6453,,tshul khrims rgyal mtshan,,,
D3162,seng ge dang bya khyung dang khyab 'jug la bzhugs pa'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3163,seng ge dang bya khyung dang khyab 'jug la bzhugs pa'i sgrub thabs,translatorPandita,P4004,,mkhas pa chen po a b+ha ya,,,
D3163,seng ge dang bya khyung dang khyab 'jug la bzhugs pa'i sgrub thabs,translator,P6453,,tshul khrims rgyal mtshan,,,
D3164,jig rten gsum dbang du byed pa'i 'jig rten dbang phyug gi sgrub thabs,author,P6160,,sa ra ha,,,
D3164,jig rten gsum dbang du byed pa'i 'jig rten dbang phyug gi sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3164,jig rten gsum dbang du byed pa'i 'jig rten dbang phyug gi sgrub thabs,translator,P6453,,pa tshab tshul khrims rgyal mtshan,,,
D3165,jig rten dbang phyug 'jig rten gsum dbang du mdzad pa'i sgrub thabs zhes bya ba,author,P6160,,sa ra ha,,,
D3165,jig rten dbang phyug 'jig rten gsum dbang du mdzad pa'i sgrub thabs zhes bya ba,translatorPandita,P43,,mkhas pa rat+na A ka ra,,,
D3165,jig rten dbang phyug 'jig rten gsum dbang du mdzad pa'i sgrub thabs zhes bya ba,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3166,jig rten dbang phyug dmar po'i sgrub thabs zhes bya ba,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3167,phags pa spyan ras gzigs dbang phyug gi sgrub thabs,translatorPandita,P4CZ15509,,paN+Di ta chen po shAn+ta a ka ra,,,
D3167,phags pa spyan ras gzigs dbang phyug gi sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3168,brtan pa'i 'khor lo'i sgrub thabs,translator,P6453,,,,,
D3169,brtan pa'i 'khor lo sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3170,gsung gi mnga' bdag gi sgrub thabs,translatorPandita,P4004,,,,,
D3170,gsung gi mnga' bdag gi sgrub thabs,translator,P6453,,,,,
D3171,gsung gi mnga' bdag gi sgrub thabs,translator,P6453,,tshul khrims rgyal mtshan,,,
D3172,spros pa med pa'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3172,spros pa med pa'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3173,spros pa med pa'i sgrub thabs,translatorPandita,P4004,,mkhas pa chen po a b+ha ya,,,
D3173,spros pa med pa'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3174,phral du nyams su myong ba'i spros pa med pa'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3174,phral du nyams su myong ba'i spros pa med pa'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3175,gdams ngag gi khyad par,translatorPandita,P4004,,a b+ha ya,,,
D3175,gdams ngag gi khyad par,translator,P6453,,tshul khrims rgyal mtshan,,,
D3175,gdams ngag gi khyad par,author,P6160,,,,,
D3176,rdo rje lus med kyi sgrub thabs,translatorPandita,P4004,,,,,
D3176,rdo rje lus med kyi sgrub thabs,translator,P6453,,,,,
D3177,jam dpal rdo rje lus med kyi sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3177,jam dpal rdo rje lus med kyi sgrub thabs,translator,P6453,,tshul khrims rgyal mtshan,,,
D3178,ngag gi dbang phyug gi sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3178,ngag gi dbang phyug gi sgrub thabs,translator,P6453,,tshul khrims rgyal mtshan,,,
D3179,ngag gi dbang phyug gi sgrub thabs,translator,P6453,,tshul khrims rgyal mtshan,,,
D3179,ngag gi dbang phyug gi sgrub thabs,translatorPandita,P4004,,,,,
D3180,ngag gi dbang phyug gi sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3180,ngag gi dbang phyug gi sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3181,ngag gi sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3181,ngag gi sgrub thabs,translatorPandita,P4CZ10566,,ngag sgrub pa’i paN+Di ta chen po shAkya rak+shi ta la sogs pa,,,
D3182,ngag sgrub pa'i thabs zhes bya ba,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3183,jam dpal gyi sgrub thabs,translatorPandita,?,,mkhas pa,,,
D3183,jam dpal gyi sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3184,dpa' bo gcig tu grub pa'i sgrub thabs,translatorPandita,P4004,,paN+Di ta chen po a b+ha ya ka ra gup+ta,,,
D3184,dpa' bo gcig tu grub pa'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3185,dpa' bo gcig tu grub pa'i sgrub thabs,translatorPandita,P4004,,mkhas pa a b+ha ya,,,
D3185,dpa' bo gcig tu grub pa'i sgrub thabs,translator,P6453,,tshul khrims rgyal mtshan,,,
D3186,khor yug mngar ba'i sgrub thabs zhes bya ba,author,P4956,,slob dpon chen po pad+ma 'byung gnas,,,
D3186,khor yug mngar ba'i sgrub thabs zhes bya ba,translatorPandita,P4004,,a b+ha ya,,,
D3186,khor yug mngar ba'i sgrub thabs zhes bya ba,translator,P6453,,tshul khrims rgyal mtshan,,,
D3187,jam dpal gyi sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3187,jam dpal gyi sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3188,jam dpal gyi sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3188,jam dpal gyi sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3189,jam dpal gyi sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3189,jam dpal gyi sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3190,shes rab bskyed pa,translatorPandita,P4004,,a b+ha ya,,,
D3190,shes rab bskyed pa,translator,P6453,,tshul khrims rgyal mtshan,,,
D3191,shes rab 'phel bar byed pa,translatorPandita,P4004,,a b+ha ya,,,
D3191,shes rab 'phel bar byed pa,translator,P6453,,tshul khrims rgyal mtshan,,,
D3192,jam dpal gyi shes rab kyi 'khor lo,translatorPandita,P4004,,mkhas pa a b+ha ya,,,
D3192,jam dpal gyi shes rab kyi 'khor lo,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3193,sgrol ma'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3193,sgrol ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3194,sgrol ma'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3194,sgrol ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3195,sgrol ma'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3195,sgrol ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3196,sgrol ma'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3196,sgrol ma'i sgrub thabs,translator,P6453,,tshul khrims rgyal mtshan,,,
D3197,rdo rje sgrol ma'i sgrub thabs,translatorPandita,P4004,,paN+Di ta chen po a b+ha yA ka ra,,,
D3197,rdo rje sgrol ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3198,rdo rje sgrol ma'i sgrub thabs,translatorPandita,P6450,to check,mkhas pa chen po byang chub sems dpa',,,
D3198,rdo rje sgrol ma'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3198,rdo rje sgrol ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3199,phags ma sgrol ma'i sgrub thabs,translatorPandita,P4004,,mkhas pa a b+ha ya,,,
D3199,phags ma sgrol ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3200,gdams ngag gi khyad par,translatorPandita,P4004,,a b+ha ya,,,
D3200,gdams ngag gi khyad par,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3201,sgrol ma'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3201,sgrol ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3202,sgrol ma'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3202,sgrol ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3203,sgrol ma dkar mo'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3203,sgrol ma dkar mo'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3204,sgrol ma dkar mo'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3204,sgrol ma dkar mo'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3205,sgrol ma dkar mo'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3205,sgrol ma dkar mo'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3206,sgrol ma dug sel ba'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3206,sgrol ma dug sel ba'i sgrub thabs,translator,P6453,,tshul khrims rgyal mtshan,,,
D3207,sgrol ma nor sbyin ma'i sgrub thabs,translatorPandita,P4004,,paN+Di ta chen po a b+ha ya,,,
D3207,sgrol ma nor sbyin ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3208,sgrol ma las 'byung ba'i ku ru kul+lA'i sgrub thabs,translatorPandita,P4004,,paN+Di ta chen po a b+ha ya,,,
D3208,sgrol ma las 'byung ba'i ku ru kul+lA'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3209,ku ru kul+le'i sgrub thabs,translatorPandita,P4004,,paN+Dita chen po ab+ha ya,,,
D3209,ku ru kul+le'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3210,gdams ngag,translatorPandita,P4004,,ab+ha ya,,,
D3210,gdams ngag,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3211,gdams ngag gi khyad par,translatorPandita,P4004,,ab+ha ya,,,
D3211,gdams ngag gi khyad par,translator,P6453,,tshul khrims rgyal mtshan,,,
D3212,ku ru kul+le'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3212,ku ru kul+le'i sgrub thabs,translator,P6453,,tshul khrims rgyal mtshan,,,
D3213,ku ru kul+le'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3213,ku ru kul+le'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3214,ku ru kul+le'i sgrub thabs,author,P2CN574,,in+d+ra b+hU ti ba,,,
D3214,ku ru kul+le'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3214,ku ru kul+le'i sgrub thabs,translator,P6453,,tshul khrims rgyal mtshan,,,
D3215,ku ru kul+le'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3215,ku ru kul+le'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3216,ku ru kul+le'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3216,ku ru kul+le'i sgrub thabs,translator,P6453,,tshul khrims rgyal mtshan,,,
D3217,ku ru kul+le'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3217,ku ru kul+le'i sgrub thabs,translator,P6453,,tshul khrims rgyal mtshan,,,
D3218,ku ru kul+le'i sgrub thabs,translatorPandita,P4CZ15533,,mkhas pa chen po byang chub sems dpa' ma la ba dA na shrI dz+nyA na,,,
D3218,ku ru kul+le'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3219,shes rab kyi pha rol tu phyin ma'i sgrub thabs,translatorPandita,P4004,,paN+Di ta chen po a b+ha ya,,,
D3219,shes rab kyi pha rol tu phyin ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3220,shes rab kyi pha rol tu phyin pa'i sgrub thabs,translatorPandita,P4CZ15533,,mA la ba zhes bya ba d+ha byang chub sems dpa',,,
D3220,shes rab kyi pha rol tu phyin pa'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3221,shes rab kyi pha rol tu phyin ma'i sgrub thabs,translatorPandita,P4CZ15533,,paN+Di ta chen po ma la ba zhes bya ba d+ha byang chub sems dpa',,,
D3221,shes rab kyi pha rol tu phyin ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3222,shes rab kyi pha rol tu phyin ma'i sgrub thabs,translatorPandita,P1GS147817,,a b+ha ya,,,
D3222,shes rab kyi pha rol tu phyin ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3223,dbyangs can ma'i sgrub thabs,translatorPandita,P4004,,mkhas pa a b+ha ya,,,
D3223,dbyangs can ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3224,rdo rje dbyangs can ma'i sgrub thabs,translatorPandita,P4CZ15533,,ma la ba zhes bya ba d+ha,,,
D3224,rdo rje dbyangs can ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3225,dbyangs can ma'i sgrub thabs,translatorPandita,P4CZ15533?,,paN+Di ta chen po dA,,,
D3225,dbyangs can ma'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3225,dbyangs can ma'i sgrub thabs,translatorPandita,P4CZ15533?,,a ma ra,,,
D3225,dbyangs can ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3226,od zer can gyi sgrub thabs,translatorPandita,P4CZ15533,,byang chub sems dpa' dA na shrI,,,
D3226,od zer can gyi sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3227,od zer can gyi sgrub thabs,translatorPandita,P4CZ15533,,mkhas pa dA na shrI,,,
D3227,od zer can gyi sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3228,rtog pa las gsungs pa'i 'od zer can gyi sgrub thabs,translatorPandita,P4004,,paN+Di ta chen po a b+ha ya,,,
D3228,rtog pa las gsungs pa'i 'od zer can gyi sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3229,od zer can gyi sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3229,od zer can gyi sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3230,od zer can gyi sgrub thabs,translatorPandita,P4004,,mkhas pa chen po a b+ha ya,,,
D3230,od zer can gyi sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3231,au T+yan nas byung ba'i 'od zer can gyi sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3231,au T+yan nas byung ba'i 'od zer can gyi sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3232,od zer can gyi sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3232,od zer can gyi sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3233,od zer can gyi sgrub thabs,translatorPandita,P4004,,paN+Di ta chen po a b+ha ya,,,
D3233,od zer can gyi sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3234,mya ngan med la dga' ba'i 'od zer can gyi sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3234,mya ngan med la dga' ba'i 'od zer can gyi sgrub thabs,translator,P6453,,tshul khrims rgyal mtshan,,,
D3235,gdams ngag gi khyad par ji lta ba bzhin du mdud pa byas pa zhes bya ba,translator,P6453,,tshul khrims rgyal mtshan,,,
D3235,gdams ngag gi khyad par ji lta ba bzhin du mdud pa byas pa zhes bya ba,translatorPandita,P4004,,,,,
D3236,gzungs gdon pa'i man ngag,translatorPandita,P4004,,mkhas pa a b+ha ya,,,
D3236,gzungs gdon pa'i man ngag,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3237,nor rgyun ma'i sgrub thabs,translatorPandita,P4004,,mkhas pa a b+ha ya,,,
D3237,nor rgyun ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3238,nor rgyun ma'i sgrub thabs,translatorPandita,P4004,,paN+Di ta chen po a b+ha ya,,,
D3238,nor rgyun ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3239,nor rgyun ma'i sgrub thabs,translatorPandita,P4CZ15533,to check,dA byang chub sems dpa',,,
D3239,nor rgyun ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3240,nor rgyun ma'i gzungs kyi man ngag,translatorPandita,P4CZ15533,to check,dA byang chub sems dpa',,,
D3240,nor rgyun ma'i gzungs kyi man ngag,translator,P6453,,tshul khrims rgyal mtshan,,,
D3241,rdo rje lcags sgrog ma'i sgrub thabs,translatorPandita,P4CZ15533,,ma la pa,,,
D3241,rdo rje lcags sgrog ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3242,rdo rje lcags sgrog ma'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3242,rdo rje lcags sgrog ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3243,khro gnyer can gyi sgrub thabs,translatorPandita,P4CZ15533,,ma la pa,,,
D3243,khro gnyer can gyi sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3244,khro gnyer can gyi sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3244,khro gnyer can gyi sgrub thabs,translator,P6453,,tshul khrims rgyal mtshan,,,
D3245,dug sel ma'i sgrub thabs,translatorPandita,P4004,,mkhas pa a b+ha ya,,,
D3245,dug sel ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3245a,dug sel ma'i gzungs,translatorPandita,P4004,,a b+ha ya,,,
D3245a,dug sel ma'i gzungs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3245b,phags ma dug sel ma'i sgrub thabs,translatorPandita,P6450,,byang chub sems dpa',,,
D3245b,phags ma dug sel ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3246,skul byed ma'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3246,skul byed ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3247,ral gcig ma'i sgrub thabs,translatorPandita,P4CZ15533,,paN+Di ta chen po dA,,,
D3247,ral gcig ma'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3247,ral gcig ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3248,gtsug tor rnam par rgyal ma'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3248,gtsug tor rnam par rgyal ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3249,gzhan gyis mi thub ma'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3249,gzhan gyis mi thub ma'i sgrub thabs,translator,P6453,,tshul khrims rgyal mtshan,,,
D3250,rdo rje'i tsartsi ka'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3250,rdo rje'i tsartsi ka'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3251,so sor 'brang ma chen mo'i sgrub thabs,translatorPandita,P4004,,paN+Di ta a b+ha ya,,,
D3251,so sor 'brang ma chen mo'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3252,rma bya chen mo'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3252,rma bya chen mo'i sgrub thabs,translator,P6453,,tshul khrims rgyal mtshan,,,
D3253,stong chen po rab tu 'joms pa'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3253,stong chen po rab tu 'joms pa'i sgrub thabs,translator,P6453,,tshul khrims rgyal mtshan,,,
D3254,gsang sngags kyi rjes su 'brang ba chen mo'i sgrub thabs,translatorPandita,P4004,,mkhas pa a b+ha ya,,,
D3254,gsang sngags kyi rjes su 'brang ba chen mo'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3255,bsil ba'i tshal chen mo'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3255,bsil ba'i tshal chen mo'i sgrub thabs,translator,P6453,,tshul khrims rgyal mtshan,,,
D3256,de nas gdams ngag gzhan gyi lha lnga legs par bsten par bya ba'o,translatorPandita,P4004,,,,,
D3256,de nas gdams ngag gzhan gyi lha lnga legs par bsten par bya ba'o,translator,P6453,,,,,
D3257,phyir zlog ma chen mo,translatorPandita,P4004,,a b+ha ya,,,
D3257,phyir zlog ma chen mo,translator,P6453,,tshul khrims rgyal mtshan,,,
D3258,rgyal mtshan rtse mo'i dpung rgyan gyi sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3258,rgyal mtshan rtse mo'i dpung rgyan gyi sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3259,gzhan gyis mi thub ma'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3259,gzhan gyis mi thub ma'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3260,rdo rje dri ldan ma'i sgrub thabs,translatorPandita,P4004,,mkhas pa a b+ha ya,,,
D3260,rdo rje dri ldan ma'i sgrub thabs,translator,P6453,,tshul khrims rgyal mtshan,,,
D3261,sgrol ma rab tu dang ba'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3261,sgrol ma rab tu dang ba'i sgrub thabs,translator,P6453,,tshul khrims rgyal mtshan,,,
D3262,gtum po cher khros pa'i sgrub thabs,author,P0AT0045,,od zer 'byung gnas grags pa,,,
D3262,gtum po cher khros pa'i sgrub thabs,translatorPandita,P4CZ15533,,paN+Di ta chen po dA,,,
D3262,gtum po cher khros pa'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3262,gtum po cher khros pa'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3263,gtum po chen po'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3263,gtum po chen po'i sgrub thabs,translator,P6453,,tshul khrims rgyal mtshan,,,
D3264,byams pa'i sgrub thabs,translatorPandita,P4CZ15509,,paN+Di ta chen po shan+ta,,,
D3264,byams pa'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3264,byams pa'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3265,byams pa'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3265,byams pa'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3266,dzam+b+ha la tshon po'i sgrub thabs,author,P4004,,paN+Di ta a b+ha ya ka ra gu p+ta,,,
D3266,dzam+b+ha la tshon po'i sgrub thabs,translatorPandita,P4004,,paN+Di ta a b+ha ya ka ra gu p+ta,,,
D3266,dzam+b+ha la tshon po'i sgrub thabs,translator,P6453,,tshul khrims rgyal mtshan,,,
D3267,dzam+b+ha la'i sgrub thabs,translatorPandita,P4004,,a b+ha ya,,,
D3267,dzam+b+ha la'i sgrub thabs,translator,P6453,,dge slong tshul khrims rgyal mtshan,,,
D3268,dzam+b+ha la'i sgrub thabs,translatorPandita,P4CZ15533,,paN+Di ta chen po dA,,,
